"agency_cd" "site_no" "station_nm" "site_tp_cd" "lat_va" "long_va" "dec_lat_va" "dec_long_va" "coord_meth_cd" "coord_acy_cd" "coord_datum_cd" "dec_coord_datum_cd" "district_cd" "state_cd" "county_cd" "country_cd" "land_net_ds" "map_nm" "map_scale_fc" "alt_va" "alt_meth_cd" "alt_acy_va" "alt_datum_cd" "huc_cd" "basin_cd" "topo_cd" "instruments_cd" "construction_dt" "inventory_dt" "drain_area_va" "contrib_drain_area_va" "tz_cd" "local_time_fg" "reliability_cd" "gw_file_cd" "nat_aqfr_cd" "aqfr_cd" "aqfr_type_cd" "well_depth_va" "hole_depth_va" "depth_src_cd" "project_no" "Record_Length" "Flow_Change" "SUM_NA" "Presence"
"21" "USGS" "03212500" "LEVISA FORK AT PAINTSVILLE, KY" "ST" 374855 824730 37.81537197 -82.7915493 "M" "F" "NAD27" "NAD83" "21" "21" "115" "US" NA NA NA 566.84 "M" 1 "NGVD29" "05070203" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 2144 NA "EST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA NA 31044 5 0 "7"
"22" "USGS" "03231500" "Scioto River at Chillicothe OH" "ST" 392029 825816 39.34145297 -82.9710126 "M" "S" "NAD27" "NAD83" "39" "39" "141" "US" NA NA NA 593.57 "L" 0.01 "NAVD88" "05060002" NA NA "YNYNYNNNNNYNNYNNNNNNNNNNNNNNNN" NA NA 3849 3849 "EST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA NA 31046 5 0 "20"
"23" "USGS" "03234500" "Scioto River at Higby OH" "ST" 391244 825150 39.21228934 -82.8637854 "M" "S" "NAD27" "NAD83" "39" "39" "141" "US" NA NA NA 566.01 "D" 0.01 "NAVD88" "05060002" NA NA "YNNNYNNNNYNNNNNNNNNNNNNNNNNNNN" NA 193011 5131 5131 "EST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA "443900100" 31046 5 0 "20"
"24" "USGS" "03270500" "Great Miami River at Dayton OH" "ST" 394555 841151 39.7653365 -84.1974405 "M" "S" "NAD27" "NAD83" "39" "39" "113" "US" NA NA NA 699.15 "D" 0.09 "NAVD88" "05080002" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 2511 2511 "EST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA NA 31046 5 0 "16"
"25" "USGS" "03274000" "Great Miami River at Hamilton OH" "ST" 392328 843420 39.3911674 -84.572169 "M" "S" "NAD27" "NAD83" "39" "39" "017" "US" NA NA NA 499.19 "L" 0.01 "NAVD88" "05080002" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 3630 3630 "EST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA NA 31046 5 0 "16"
"26" "USGS" "03294500" "OHIO RIVER AT LOUISVILLE, KY" "ST" 381649 854757 38.28034736 -85.7991305 "M" "F" "NAD27" "NAD83" "21" "21" "111" "US" NA NA NA 373.18 "M" 1 "NGVD29" "05140101" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 91170 NA "EST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA NA 31044 5 0 "5"
"27" "USGS" "03320000" "GREEN RIVER AT LOCK 2 AT CALHOUN, KY" "ST" 373202 871550 37.533935 -87.2638873 "M" "F" "NAD27" "NAD83" "21" "21" "149" "US" NA NA NA 353.95 "M" 1 "NGVD29" "05110005" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 7566 6032 "CST" "Y" NA "NNNNNNNN" NA NA NA NA NA NA NA 31046 5 0 "3"
"28" "USGS" "03329000" "WABASH RIVER AT LOGANSPORT, IN" "ST" 404447 862239 40.74642866 -86.37749979 "M" "S" "NAD27" "NAD83" "18" "18" "017" "US" "  SWNES35 T27N  R01E  2" "CLYMERS          71A" "  24000" 573.28 "L" 0.01 "NGVD29" "05120105" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 3779 NA "EST" "N" NA "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "12"
"29" "USGS" "03335500" "WABASH RIVER AT LAFAYETTE, IN" "ST" 402519 865349 40.42194444 -86.8969444 "G" "1" "NAD83" "NAD83" "18" "18" "157" "US" "  NESWS20 T23N  R04W  2" "LAFAYETTE WEST   82A" "  24000" 503.84 "G" 0.01 "NAVD88" "05120108" NA NA "YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 7267 NA "EST" "N" "C" "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "12"
"30" "USGS" "03340500" "WABASH RIVER AT MONTEZUMA, IN" "ST" 394733 872226 39.79253835 -87.3739053 "M" "S" "NAD27" "NAD83" "18" "18" "121" "US" "  SENES35 T16N  R09W  2" "MONTEZUMA       106D" "  24000" 457.39 "G" 0.01 "NAVD88" "05120108" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 11118 NA "EST" "N" NA "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "12"
"31" "USGS" "03341500" "WABASH RIVER AT TERRE HAUTE, IN" "ST" 392756.6 872510.2 39.4657222 -87.4195 "N" "U" "NAD83" "NAD83" "18" "18" "167" "US" "NENW  S21 T12N  R9W" "TERRE HAUTE     132A" "  24000" 442.55 "X" 0.13 "NAVD88" "05120111" NA "C" "YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 12265 NA "EST" "N" "C" "YYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "12"
"32" "USGS" "03345500" "EMBARRAS RIVER AT STE. MARIE, IL" "ST" 385611 880121 38.93643266 -88.0225351 "M" "S" "NAD27" "NAD83" "17" "17" "079" "US" "  NWNWS30 T6N   R14W" NA NA 445.75 "U" 0.01 "NGVD29" "05120112" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 1516 NA "CST" "N" NA "NNNNNNNN" NA NA NA NA NA NA NA 31046 5 0 "12"
"33" "USGS" "03353000" "WHITE RIVER AT INDIANAPOLIS, IN" "ST" 394413.7 861010.9 39.73713889 -86.1696944 "N" "U" "NAD83" "NAD83" "18" "18" "097" "US" "  SESWS14 T15N  R03E  2" "MAYWOOD         124A" "  24000" 662.03 "Y" 0.05 "NAVD88" "05120201" NA "C" "YNYNYNNNNNYNNNNNNNNNNNNNNNNNNN" NA NA 1635 NA "EST" "N" NA "YYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "13"
"34" "USGS" "03360500" "WHITE RIVER AT NEWBERRY, IN" "ST" 385541.2 870109.4 38.9281111 -87.0192778 "N" "U" "NAD83" "NAD83" "18" "18" "055" "US" "  NENWS30 T06N  R05W  2" "LYONS           158B" "  24000" 465.08 "G" 0.02 "NAVD88" "05120202" NA NA "YNNNYNYNNNNNNNNNNNNNNNNNNNNNNN" NA NA 4688 NA "EST" "N" NA "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "13"
"35" "USGS" "03365500" "EAST FORK WHITE RIVER AT SEYMOUR, IN" "ST" 385857 855357 38.982553 -85.8991444 "M" "S" "NAD27" "NAD83" "18" "18" "071" "US" "  NWNES07 T06N  R06E  2" "SEYMOUR         163A" "  24000" 550.26 "G" 0.09 "NAVD88" "05120206" NA NA "NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 2341 NA "EST" "N" NA "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "13"
"36" "USGS" "03373500" "EAST FORK WHITE RIVER AT SHOALS, IN" "ST" 384001 864731 38.66699568 -86.79194299 "M" "S" "NAD27" "NAD83" "18" "18" "101" "US" "  SWNWS30 T03N  R03W  2" "SHOALS          171B" "  24000" 441.91 "G" 0.17 "NAVD88" "05120208" NA "C" "YNNNYNNNNYNNNYNNNNNNNNNNNNNNNN" NA NA 4927 NA "EST" "N" NA "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "13"
"37" "USGS" "03374000" "WHITE RIVER AT PETERSBURG, IN" "ST" 383039 871722 38.51088224 -87.2894583 "M" "S" "NAD27" "NAD83" "18" "18" "125" "US" "  SESWS15 T01N  R08W  2" "MONROE CITY     169D" "  24000" 399.38 "G" 0.1 "NAVD88" "05120202" NA "C" "YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 11125 NA "EST" "N" NA "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "13"
"38" "USGS" "03377500" "WABASH RIVER AT MT. CARMEL, IL" "ST" 382354 874523 38.3983333 -87.75638889 "M" "R" "NAD83" "NAD83" "18" "17" "185" "US" "  SENWS28 T01S  R12W  2" "MOUNT CARMEL    180B" "  24000" 368.98 "G" 0.02 "NAVD88" "05120113" NA NA "YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN" NA NA 28635 NA "EST" "N" "C" "NYNNNNNN" NA NA NA NA NA NA "441800100" 31046 5 0 "12"
